Nom,Aguerrie,Capacité de Soutien,Code,Code de Type,Coriace,Cout Main,Cout Reserve,Défenseur,Eau,Faction,Feuille,Fleche,Formula,Fugace,Gigantesque,ID,Identifiant,Langue,Main,Possession,Reserve,Roche,Set,Type unité,Éternel
Brassbug Hub,No,No,BTG-026-F-EN,F - Transfuge,,2,2,No,,Ordis,,Yes,,No,No,26,MCA-144,EN - English,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
Générateur Kélonique,No,No,BTG-027-C-FR,C - Commune,,3,3,No,,Axiom,,No,,No,No,27,MCA-145,FR - Français,No,2,No,,BTG - Au-delà des portes,Repère Permanent,No
Kelonic Generator,No,No,BTG-027-C-EN,C - Commune,,3,3,No,,Axiom,,No,,No,No,27,MCA-146,EN - English,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
Générateur Kélonique,No,No,BTG-027-R-FR,R - Rare,,4,4,No,,Axiom,,No,,No,No,27,MCA-147,FR - Français,No,1,No,,BTG - Au-delà des portes,Repère Permanent,No
Kelonic Generator,No,No,BTG-027-R-EN,R - Rare,,4,4,No,,Axiom,,No,,No,No,27,MCA-148,EN - English,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
Générateur Kélonique,No,No,BTG-027-F-FR,F - Transfuge,,4,4,No,,Ordis,,No,,No,No,27,MCA-149,FR - Français,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
Kelonic Generator,No,No,BTG-027-F-EN,F - Transfuge,,4,4,No,,Ordis,,No,,No,No,27,MCA-150,EN - English,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
"La fonderie, Bastion Axiom",No,No,BTG-028-C-FR,C - Commune,,3,3,No,,Axiom,,No,,No,No,28,MCA-151,FR - Français,No,3,No,,BTG - Au-delà des portes,Repère Permanent,No
"The Foundry, Axiom Bastion",No,No,BTG-028-C-EN,C - Commune,,3,3,No,,Axiom,,No,,No,No,28,MCA-152,EN - English,No,1,No,,BTG - Au-delà des portes,Repère Permanent,No
"La fonderie, Bastion Axiom",No,No,BTG-028-R-FR,R - Rare,,4,4,No,,Axiom,,Yes,,No,No,28,MCA-153,FR - Français,No,1,No,,BTG - Au-delà des portes,Repère Permanent,No
"The Foundry, Axiom Bastion",No,No,BTG-028-R-EN,R - Rare,,4,4,No,,Axiom,,Yes,,No,No,28,MCA-154,EN - English,No,1,No,,BTG - Au-delà des portes,Repère Permanent,No
"La fonderie, Bastion Axiom",No,No,BTG-028-F-FR,F - Transfuge,,3,3,No,,Bravos,,No,,No,No,28,MCA-155,FR - Français,No,1,No,,BTG - Au-delà des portes,Repère Permanent,No
"The Foundry, Axiom Bastion",No,No,BTG-028-F-EN,F - Transfuge,,3,3,No,,Bravos,,No,,No,No,28,MCA-156,EN - English,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
Recycleur Axiom,No,No,BTG-029-C-FR,C - Commune,,4,4,No,,Axiom,,No,,No,No,29,MCA-157,FR - Français,No,3,No,,BTG - Au-delà des portes,Repère Permanent,No
Axiom Reprocessor,No,No,BTG-029-C-EN,C - Commune,,4,4,No,,Axiom,,No,,No,No,29,MCA-158,EN - English,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
Recycleur Axiom,No,No,BTG-029-R-FR,R - Rare,,4,4,No,,Axiom,,Yes,,No,No,29,MCA-159,FR - Français,No,1,No,,BTG - Au-delà des portes,Repère Permanent,No
Axiom Reprocessor,No,No,BTG-029-R-EN,R - Rare,,4,4,No,,Axiom,,Yes,,No,No,29,MCA-160,EN - English,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
Recycleur Axiom,No,No,BTG-029-R-FR,F - Transfuge,,4,4,No,,Muna,,No,,No,No,29,MCA-161,FR - Français,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
Axiom Reprocessor,No,No,BTG-029-R-EN,F - Transfuge,,4,4,No,,Muna,,No,,No,No,29,MCA-162,EN - English,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
Ruche des Scarabots,No,No,BTG-030-C-FR,C - Commune,,5,5,No,,Axiom,,Yes,,No,No,30,MCA-163,FR - Français,No,7,No,,BTG - Au-delà des portes,Repère Permanent,No
Brassbug Hive,No,No,BTG-030-C-EN,C - Commune,,5,5,No,,Axiom,,Yes,,No,No,30,MCA-164,EN - English,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
Ruche des Scarabots,No,No,BTG-030-R-FR,R - Rare,,6,6,No,,Axiom,,Yes,,No,No,30,MCA-165,FR - Français,No,2,No,,BTG - Au-delà des portes,Repère Permanent,No
Brassbug Hive,No,No,BTG-030-R-EN,R - Rare,,6,6,No,,Axiom,,Yes,,No,No,30,MCA-166,EN - English,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
Ruche des Scarabots,No,No,BTG-030-F-FR,F - Transfuge,,5,5,No,,Yzmir,,Yes,,No,No,30,MCA-167,FR - Français,No,1,No,,BTG - Au-delà des portes,Repère Permanent,No
Brassbug Hive,No,No,BTG-030-F-EN,F - Transfuge,,5,5,No,,Yzmir,,Yes,,No,No,30,MCA-168,EN - English,No,0,No,,BTG - Au-delà des portes,Repère Permanent,No
Kojo & Booda,No,No,BTG-031-H-FR,H - Héro,,,,No,,Bravos,,No,,No,No,31,MCA-169,FR - Français,No,4,No,,BTG - Au-delà des portes,,No
Kojo & Booda,No,No,BTG-031-H-EN,H - Héro,,,,No,,Bravos,,No,,No,No,31,MCA-170,EN - English,No,1,No,,BTG - Au-delà des portes,,No
Atsadi & Surge,No,No,BTG-032-H-FR,H - Héro,,,,No,,Bravos,,No,,No,No,32,MCA-171,FR - Français,No,4,No,,BTG - Au-delà des portes,,No
Atsadi & Surge,No,No,BTG-032-H-EN,H - Héro,,,,No,,Bravos,,No,,No,No,32,MCA-172,EN - English,No,1,No,,BTG - Au-delà des portes,,No
Basira & Kaizaimon,No,No,BTG-033-H-FR,H - Héro,,,,No,,Bravos,,No,,No,No,33,MCA-173,FR - Français,No,1,No,,BTG - Au-delà des portes,,No
Basira & Kaizaimon,No,No,BTG-033-H-EN,H - Héro,,,,No,,Bravos,,No,,No,No,33,MCA-174,EN - English,No,0,No,,BTG - Au-delà des portes,,No
Issun-bōshi,No,Yes,BTG-034-C-FR,C - Commune,,1,1,No,2,Bravos,0,No,,No,No,34,MCA-175,FR - Français,No,4,No,0,BTG - Au-delà des portes,Personnage,No
Issun-bōshi,No,Yes,BTG-034-C-EN,C - Commune,,1,1,No,2,Bravos,0,No,,No,No,34,MCA-176,EN - English,No,1,No,0,BTG - Au-delà des portes,Personnage,No
Issun-bōshi,No,Yes,BTG-034-R-FR,R - Rare,,1,2,No,2,Bravos,0,No,,No,No,34,MCA-177,FR - Français,No,0,Yes,0,BTG - Au-delà des portes,Personnage,No
Issun-bōshi,No,Yes,BTG-034-R-EN,R - Rare,,1,2,No,2,Bravos,0,No,,No,No,34,MCA-178,EN - English,No,0,Yes,0,BTG - Au-delà des portes,Personnage,No
Issun-bōshi,No,Yes,BTG-034-F-FR,F - Transfuge,,1,2,No,2,Muna,0,No,,No,No,34,MCA-179,FR - Français,No,0,Yes,0,BTG - Au-delà des portes,Personnage,No
Issun-bōshi,No,Yes,BTG-034-F-EN,F - Transfuge,,1,2,No,2,Muna,0,No,,No,No,34,MCA-180,EN - English,No,0,Yes,0,BTG - Au-delà des portes,Personnage,No
Danseuse de Lames Bravos,Yes,No,BTG-035-C-FR,C - Commune,,1,3,No,0,Bravos,0,Yes,,No,No,35,MCA-181,FR - Français,No,2,No,0,BTG - Au-delà des portes,Personnage,No
Bravos Bladedance,Yes,No,BTG-035-C-EN,C - Commune,,1,3,No,0,Bravos,0,Yes,,No,No,35,MCA-182,EN - English,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Danseuse de Lames Bravos,Yes,No,BTG-035-R-FR,R - Rare,,1,3,No,0,Bravos,0,Yes,,No,No,35,MCA-183,FR - Français,No,1,Yes,0,BTG - Au-delà des portes,Personnage,No
Bravos Bladedance,Yes,No,BTG-035-R-EN,R - Rare,,1,3,No,0,Bravos,0,Yes,,No,No,35,MCA-184,EN - English,No,0,Yes,0,BTG - Au-delà des portes,Personnage,No
Danseuse de Lames Bravos,Yes,No,BTG-035-F-FR,F - Transfuge,,1,2,No,0,Yzmir,0,Yes,,No,No,35,MCA-185,FR - Français,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Bravos Bladedance,Yes,No,BTG-035-F-EN,F - Transfuge,,1,2,No,0,Yzmir,0,Yes,,No,No,35,MCA-186,EN - English,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Ratatosk,No,No,BTG-036-C-FR,C - Commune,,1,3,No,1,Bravos,1,No,,No,No,36,MCA-187,FR - Français,No,3,Yes,1,BTG - Au-delà des portes,Personnage,No
Ratatoskr,No,No,BTG-036-C-EN,C - Commune,,1,3,No,1,Bravos,1,No,,No,No,36,MCA-188,EN - English,No,1,Yes,1,BTG - Au-delà des portes,Personnage,No
Ratatosk,No,No,BTG-036-R-FR,R - Rare,,1,3,No,1,Bravos,1,No,,No,No,36,MCA-189,FR - Français,No,3,Yes,1,BTG - Au-delà des portes,Personnage,No
Ratatoskr,No,No,BTG-036-R-EN,R - Rare,,1,3,No,1,Bravos,1,No,,No,No,36,MCA-190,EN - English,No,0,Yes,1,BTG - Au-delà des portes,Personnage,No
Ratatosk,No,No,BTG-036-F-FR,F - Transfuge,,1,3,No,1,Ordis,1,No,,No,No,36,MCA-191,FR - Français,No,1,Yes,1,BTG - Au-delà des portes,Personnage,No
Ratatoskr,No,No,BTG-036-F-EN,F - Transfuge,,1,3,No,1,Ordis,1,No,,No,No,36,MCA-192,EN - English,No,0,Yes,1,BTG - Au-delà des portes,Personnage,No
Pionnière Bravos,No,No,BTG-037-C-FR,C - Commune,,2,2,No,3,Bravos,0,No,,No,No,37,MCA-193,FR - Français,No,4,No,3,BTG - Au-delà des portes,Personnage,No
Bravos Pathfinder,No,No,BTG-037-C-EN,C - Commune,,2,2,No,3,Bravos,0,No,,No,No,37,MCA-194,EN - English,No,0,No,3,BTG - Au-delà des portes,Personnage,No
Pionnière Bravos,Yes,No,BTG-037-R-FR,R - Rare,,2,2,No,3,Bravos,0,No,,No,No,37,MCA-195,FR - Français,Yes,0,No,3,BTG - Au-delà des portes,Personnage,No
Bravos Pathfinder,Yes,No,BTG-037-R-EN,R - Rare,,2,2,No,3,Bravos,0,No,,No,No,37,MCA-196,EN - English,Yes,0,No,3,BTG - Au-delà des portes,Personnage,No
Pionnière Bravos,No,No,BTG-037-F-FR,F - Transfuge,,2,2,No,3,Lyra,0,No,,No,No,37,MCA-197,FR - Français,No,1,No,3,BTG - Au-delà des portes,Personnage,No
Bravos Pathfinder,No,No,BTG-037-F-EN,F - Transfuge,,2,2,No,3,Lyra,0,No,,No,No,37,MCA-198,EN - English,No,0,No,3,BTG - Au-delà des portes,Personnage,No
Traceuse Bravos,No,No,BTG-038-C-FR,C - Commune,,2,2,No,3,Bravos,3,Yes,,Yes,No,38,MCA-199,FR - Français,No,4,No,3,BTG - Au-delà des portes,Personnage,No
Bravos Tracer,No,No,BTG-038-C-EN,C - Commune,,2,2,No,3,Bravos,3,Yes,,Yes,No,38,MCA-200,EN - English,No,0,No,3,BTG - Au-delà des portes,Personnage,No
Traceuse Bravos,No,No,BTG-038-R-FR,R - Rare,,2,2,No,4,Bravos,4,Yes,,Yes,No,38,MCA-201,FR - Français,No,1,No,3,BTG - Au-delà des portes,Personnage,No
Bravos Tracer,No,No,BTG-038-R-EN,R - Rare,,2,2,No,4,Bravos,4,Yes,,Yes,No,38,MCA-202,EN - English,No,0,No,3,BTG - Au-delà des portes,Personnage,No
Traceuse Bravos,No,No,BTG-038-F-FR,F - Transfuge,,2,2,No,3,Axiom,3,Yes,,Yes,No,38,MCA-203,FR - Français,No,2,No,3,BTG - Au-delà des portes,Personnage,No
Bravos Tracer,No,No,BTG-038-F-EN,F - Transfuge,,2,2,No,3,Axiom,3,Yes,,Yes,No,38,MCA-204,EN - English,No,0,No,3,BTG - Au-delà des portes,Personnage,No
Chiron,No,No,BTG-039-C-FR,C - Commune,,2,2,No,1,Bravos,1,Yes,,No,No,39,MCA-205,FR - Français,No,2,No,1,BTG - Au-delà des portes,Personnage,No
Chiron,No,No,BTG-039-C-EN,C - Commune,,2,2,No,1,Bravos,1,Yes,,No,No,39,MCA-206,EN - English,No,0,No,1,BTG - Au-delà des portes,Personnage,No
Chiron,No,No,BTG-039-R-FR,R - Rare,,2,2,No,0,Bravos,1,Yes,,No,No,39,MCA-207,FR - Français,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Chiron,No,No,BTG-039-R-EN,R - Rare,,2,2,No,0,Bravos,1,Yes,,No,No,39,MCA-208,EN - English,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Chiron,No,No,BTG-039-F-FR,F - Transfuge,,2,2,No,0,Muna,1,Yes,,No,No,39,MCA-209,FR - Français,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Chiron,No,No,BTG-039-F-EN,F - Transfuge,,2,2,No,0,Muna,1,Yes,,No,No,39,MCA-210,EN - English,No,0,No,0,BTG - Au-delà des portes,Personnage,No
Red,Yes,No,BTG-040-C-FR,C - Commune,,2,2,No,2,Bravos,2,No,,No,No,40,MCA-211,FR - Français,No,2,No,2,BTG - Au-delà des portes,Personnage,No
Red,Yes,No,BTG-040-C-EN,C - Commune,,2,2,No,2,Bravos,2,No,,No,No,40,MCA-212,EN - English,No,1,No,2,BTG - Au-delà des portes,Personnage,No
Red,Yes,No,BTG-040-R-FR,R - Rare,,2,3,No,2,Bravos,2,No,,No,No,40,MCA-213,FR - Français,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Red,Yes,No,BTG-040-R-EN,R - Rare,,2,3,No,2,Bravos,2,No,,No,No,40,MCA-214,EN - English,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Red,Yes,No,BTG-040-F-FR,F - Transfuge,,2,2,No,2,Yzmir,2,No,,No,No,40,MCA-215,FR - Français,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Red,Yes,No,BTG-040-F-EN,F - Transfuge,,2,2,No,2,Yzmir,2,No,,No,No,40,MCA-216,EN - English,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Petit Djinn,No,No,BTG-041-C-FR,C - Commune,,2,3,No,0,Bravos,0,No,,No,No,41,MCA-217,FR - Français,No,2,Yes,3,BTG - Au-delà des portes,Personnage,No
Tiny Jinn,No,No,BTG-041-C-EN,C - Commune,,2,3,No,0,Bravos,0,No,,No,No,41,MCA-218,EN - English,No,0,Yes,3,BTG - Au-delà des portes,Personnage,No
Petit Djinn,No,No,BTG-041-R-FR,R - Rare,,1,2,No,0,Bravos,0,No,,No,No,41,MCA-219,FR - Français,No,0,Yes,2,BTG - Au-delà des portes,Personnage,No
Tiny Jinn,No,No,BTG-041-R-EN,R - Rare,,1,2,No,0,Bravos,0,No,,No,No,41,MCA-220,EN - English,No,0,Yes,2,BTG - Au-delà des portes,Personnage,No
Petit Djinn,No,No,BTG-041-F-FR,F - Transfuge,,2,3,No,0,Muna,0,No,,No,No,41,MCA-221,FR - Français,No,0,Yes,3,BTG - Au-delà des portes,Personnage,No
Tiny Jinn,No,No,BTG-041-F-EN,F - Transfuge,,2,3,No,0,Muna,0,No,,No,No,41,MCA-222,EN - English,No,1,Yes,3,BTG - Au-delà des portes,Personnage,No
Aspirant de Havre,No,No,BTG-042-C-FR,C - Commune,,2,4,No,1,Bravos,3,No,,No,No,42,MCA-223,FR - Français,No,5,Yes,1,BTG - Au-delà des portes,Personnage,No
Haven Trainee,No,No,BTG-042-C-EN,C - Commune,,2,4,No,1,Bravos,3,No,,No,No,42,MCA-224,EN - English,No,1,Yes,1,BTG - Au-delà des portes,Personnage,No
Aspirant de Havre,No,Yes,BTG-042-R-FR,R - Rare,,2,4,No,1,Bravos,3,No,,No,No,42,MCA-225,FR - Français,No,1,Yes,1,BTG - Au-delà des portes,Personnage,No
Haven Trainee,No,Yes,BTG-042-R-EN,R - Rare,,2,4,No,1,Bravos,3,No,,No,No,42,MCA-226,EN - English,No,0,Yes,1,BTG - Au-delà des portes,Personnage,No
Aspirant de Havre,No,No,BTG-042-F-FR,F - Transfuge,,2,4,No,1,Ordis,3,No,,No,No,42,MCA-227,FR - Français,No,0,Yes,1,BTG - Au-delà des portes,Personnage,No
Haven Trainee,No,No,BTG-042-F-EN,F - Transfuge,,2,4,No,1,Ordis,3,No,,No,No,42,MCA-228,EN - English,No,0,Yes,1,BTG - Au-delà des portes,Personnage,No
Avant-Garde Bravos,No,No,BTG-043-C-FR,C - Commune,,3,3,No,2,Bravos,4,Yes,,No,No,43,MCA-229,FR - Français,No,3,No,2,BTG - Au-delà des portes,Personnage,No
Bravos Vanguard,No,No,BTG-043-C-EN,C - Commune,,3,3,No,2,Bravos,4,Yes,,No,No,43,MCA-230,EN - English,No,1,No,2,BTG - Au-delà des portes,Personnage,No
Avant-Garde Bravos,No,No,BTG-043-R-FR,R - Rare,,3,3,No,2,Bravos,4,Yes,,No,No,43,MCA-231,FR - Français,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Bravos Vanguard,No,No,BTG-043-R-EN,R - Rare,,3,3,No,2,Bravos,4,Yes,,No,No,43,MCA-232,EN - English,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Avant-Garde Bravos,No,No,BTG-043-F-FR,F - Transfuge,,3,3,No,2,Axiom,4,Yes,,No,No,43,MCA-233,FR - Français,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Bravos Vanguard,No,No,BTG-043-F-EN,F - Transfuge,,3,3,No,2,Axiom,4,Yes,,No,No,43,MCA-234,EN - English,No,0,No,2,BTG - Au-delà des portes,Personnage,No
Videuse Bravos,No,No,BTG-044-C-FR,C - Commune,,3,3,No,2,Bravos,2,No,,No,No,44,MCA-235,FR - Français,Yes,3,Yes,2,BTG - Au-delà des portes,Personnage,No
Haven Bouncer,No,No,BTG-044-C-EN,C - Commune,,3,3,No,2,Bravos,2,No,,No,No,44,MCA-236,EN - English,Yes,0,Yes,2,BTG - Au-delà des portes,Personnage,No
Videuse Bravos,No,No,BTG-044-R-FR,R - Rare,,3,3,No,2,Bravos,2,No,,No,No,44,MCA-237,FR - Français,Yes,1,Yes,2,BTG - Au-delà des portes,Personnage,No
Haven Bouncer,No,No,BTG-044-R-EN,R - Rare,,3,3,No,2,Bravos,2,No,,No,No,44,MCA-238,EN - English,Yes,0,Yes,2,BTG - Au-delà des portes,Personnage,No
Videuse Bravos,No,No,BTG-044-F-FR,F - Transfuge,,3,3,No,2,Axiom,2,No,,No,No,44,MCA-239,FR - Français,Yes,0,Yes,2,BTG - Au-delà des portes,Personnage,No
Haven Bouncer,No,No,BTG-044-F-EN,F - Transfuge,,3,3,No,2,Axiom,2,No,,No,No,44,MCA-240,EN - English,Yes,0,Yes,2,BTG - Au-delà des portes,Personnage,No
Guerrière de Havre,No,No,BTG-045-C-FR,C - Commune,,3,3,No,4,Bravos,4,No,,No,No,45,MCA-241,FR - Français,No,2,No,2,BTG - Au-delà des portes,Personnage,No
Haven Warrior,No,No,BTG-045-C-EN,C - Commune,,3,3,No,4,Bravos,4,No,,No,No,45,MCA-242,EN - English,No,1,No,2,BTG - Au-delà des portes,Personnage,No
Guerrière de Havre,No,Yes,BTG-045-R-FR,R - Rare,,3,3,No,4,Bravos,4,No,,No,No,45,MCA-243,FR - Français,No,1,No,4,BTG - Au-delà des portes,Personnage,No
Haven Warrior,No,Yes,BTG-045-R-EN,R - Rare,,3,3,No,4,Bravos,4,No,,No,No,45,MCA-244,EN - English,No,1,No,4,BTG - Au-delà des portes,Personnage,No
Guerrière de Havre,No,Yes,BTG-045-F-FR,F - Transfuge,,3,3,No,4,Ordis,4,No,,No,No,45,MCA-245,FR - Français,No,0,No,4,BTG - Au-delà des portes,Personnage,No
Haven Warrior,No,Yes,BTG-045-F-EN,F - Transfuge,,3,3,No,4,Ordis,4,No,,No,No,45,MCA-246,EN - English,No,0,No,4,BTG - Au-delà des portes,Personnage,No
Hua Mulan,No,No,BTG-046-C-FR,C - Commune,,3,3,No,3,Bravos,1,No,,No,No,46,MCA-247,FR - Français,No,2,Yes,3,BTG - Au-delà des portes,Personnage,No
Hua Mulan,No,No,BTG-046-C-EN,C - Commune,,3,3,No,3,Bravos,1,No,,No,No,46,MCA-248,EN - English,No,1,Yes,3,BTG - Au-delà des portes,Personnage,No
Hua Mulan,No,No,BTG-046-R-FR,R - Rare,,2,2,No,2,Bravos,1,No,,No,No,46,MCA-249,FR - Français,No,0,Yes,2,BTG - Au-delà des portes,Personnage,No
Hua Mulan,No,No,BTG-046-R-EN,R - Rare,,2,2,No,2,Bravos,1,No,,No,No,46,MCA-250,EN - English,No,0,Yes,2,BTG - Au-delà des portes,Personnage,No
Hua Mulan,No,No,BTG-046-F-FR,F - Transfuge,,2,2,No,2,Yzmir,1,No,,No,No,46,MCA-251,FR - Français,No,0,Yes,2,BTG - Au-delà des portes,Personnage,No
Hua Mulan,No,No,BTG-046-F-EN,F - Transfuge,,2,2,No,2,Yzmir,1,No,,No,No,46,MCA-252,EN - English,No,0,Yes,2,BTG - Au-delà des portes,Personnage,No
Tomoe Gozen,No,No,BTG-047-R-FR,R - Rare,,3,3,No,5,Bravos,2,No,,No,No,47,MCA-253,FR - Français,No,1,No,5,BTG - Au-delà des portes,Personnage,No
Tomoe Gozen,No,No,BTG-047-R-EN,R - Rare,,3,3,No,5,Bravos,2,No,,No,No,47,MCA-254,EN - English,No,0,No,5,BTG - Au-delà des portes,Personnage,No
Tomoe Gozen,No,No,BTG-047-F-FR,F - Transfuge,,3,3,No,5,Lyra,2,No,,No,No,47,MCA-255,FR - Français,No,0,No,5,BTG - Au-delà des portes,Personnage,No
Tomoe Gozen,No,No,BTG-047-F-EN,F - Transfuge,,3,3,No,5,Lyra,2,No,,No,No,47,MCA-256,EN - English,No,0,No,5,BTG - Au-delà des portes,Personnage,No
Sun Wukong,No,No,BTG-048-C-FR,C - Commune,,3,4,No,2,Bravos,2,No,,No,No,48,MCA-257,FR - Français,No,4,Yes,4,BTG - Au-delà des portes,Personnage,No
Sun Wukong,No,No,BTG-048-C-EN,C - Commune,,3,4,No,2,Bravos,2,No,,No,No,48,MCA-258,EN - English,No,1,Yes,4,BTG - Au-delà des portes,Personnage,No
Sun Wukong,No,No,BTG-048-R-FR,R - Rare,,3,4,No,2,Bravos,2,No,,No,No,48,MCA-259,FR - Français,No,1,Yes,4,BTG - Au-delà des portes,Personnage,No
Sun Wukong,No,No,BTG-048-R-EN,R - Rare,,3,4,No,2,Bravos,2,No,,No,No,48,MCA-260,EN - English,No,0,Yes,4,BTG - Au-delà des portes,Personnage,No
Sun Wukong,No,No,BTG-048-F-FR,F - Transfuge,,3,4,No,2,Muna,2,No,,No,No,48,MCA-261,FR - Français,No,0,Yes,4,BTG - Au-delà des portes,Personnage,No
Sun Wukong,No,No,BTG-048-F-EN,F - Transfuge,,3,4,No,2,Muna,2,No,,No,No,48,MCA-262,EN - English,No,1,Yes,4,BTG - Au-delà des portes,Personnage,No
Puissant Djinn,No,No,BTG-049-C-FR,C - Commune,,4,3,No,0,Bravos,4,No,,No,No,49,MCA-263,FR - Français,No,2,No,4,BTG - Au-delà des portes,Personnage,No
Mighty Jinn,No,No,BTG-049-C-EN,C - Commune,,4,3,No,0,Bravos,4,No,,No,No,49,MCA-264,EN - English,No,0,No,4,BTG - Au-delà des portes,Personnage,No
Puissant Djinn,No,No,BTG-049-R-FR,R - Rare,,4,3,No,0,Bravos,4,No,,No,No,49,MCA-265,FR - Français,No,0,No,4,BTG - Au-delà des portes,Personnage,No
Mighty Jinn,No,No,BTG-049-R-EN,R - Rare,,4,3,No,0,Bravos,4,No,,No,No,49,MCA-266,EN - English,No,0,No,4,BTG - Au-delà des portes,Personnage,No
Puissant Djinn,No,No,BTG-049-F-FR,F - Transfuge,,4,3,No,0,Lyra,4,No,,No,No,49,MCA-267,FR - Français,No,0,No,4,BTG - Au-delà des portes,Personnage,No
Mighty Jinn,No,No,BTG-049-F-EN,F - Transfuge,,4,3,No,0,Lyra,4,No,,No,No,49,MCA-268,EN - English,No,0,No,4,BTG - Au-delà des portes,Personnage,No
Kappa,No,No,BTG-050-C-FR,C - Commune,,4,4,No,5,Bravos,4,No,,No,No,50,MCA-269,FR - Français,No,5,No,4,BTG - Au-delà des portes,Personnage,No
Kappa,No,No,BTG-050-C-EN,C - Commune,,4,4,No,5,Bravos,4,No,,No,No,50,MCA-270,EN - English,No,0,No,4,BTG - Au-delà des portes,Personnage,No
Kappa,Yes,Yes,BTG-050-R-FR,R - Rare,,4,4,No,5,Bravos,4,No,,No,No,50,MCA-271,FR - Français,No,0,No,4,BTG - Au-delà des portes,Personnage,No
Kappa,Yes,Yes,BTG-050-R-EN,R - Rare,,4,4,No,5,Bravos,4,No,,No,No,50,MCA-272,EN - English,No,0,No,4,BTG - Au-delà des portes,Personnage,No
Kappa,No,No,BTG-050-F-FR,F - Transfuge,,4,4,No,5,Lyra,4,No,,No,No,50,MCA-273,FR - Français,No,0,No,4,BTG - Au-delà des portes,Personnage,No
Kappa,No,No,BTG-050-F-EN,F - Transfuge,,4,4,No,5,Lyra,4,No,,No,No,50,MCA-274,EN - English,No,0,No,4,BTG - Au-delà des portes,Personnage,No
Achille,No,No,BTG-051-C-FR,C - Commune,1,5,5,No,5,Bravos,5,No,,No,No,51,MCA-275,FR - Français,No,0,No,5,BTG - Au-delà des portes,Personnage,No
Achilles,No,No,BTG-051-C-EN,C - Commune,1,5,5,No,5,Bravos,5,No,,No,No,51,MCA-276,EN - English,No,0,No,5,BTG - Au-delà des portes,Personnage,No
Achille,No,No,BTG-051-R-FR,R - Rare,2,5,5,No,6,Bravos,5,No,,No,No,51,MCA-277,FR - Français,No,1,No,6,BTG - Au-delà des portes,Personnage,No
Achilles,No,No,BTG-051-R-EN,R - Rare,2,5,5,No,6,Bravos,5,No,,No,No,51,MCA-278,EN - English,No,0,No,6,BTG - Au-delà des portes,Personnage,No
Achille,No,No,BTG-051-F-FR,F - Transfuge,1,5,5,No,5,Ordis,5,No,,No,No,51,MCA-279,FR - Français,No,1,No,5,BTG - Au-delà des portes,Personnage,No
Achilles,No,No,BTG-051-F-EN,F - Transfuge,1,5,5,No,5,Ordis,5,No,,No,No,51,MCA-280,EN - English,No,0,No,5,BTG - Au-delà des portes,Personnage,No
Atlas,No,No,BTG-052-C-FR,C - Commune,,5,5,No,3,Bravos,3,No,,No,Yes,52,MCA-281,FR - Français,No,6,No,3,BTG - Au-delà des portes,Personnage,No
Atlas,No,No,BTG-052-C-EN,C - Commune,,5,5,No,3,Bravos,3,No,,No,Yes,52,MCA-282,EN - English,No,0,No,3,BTG - Au-delà des portes,Personnage,No
Atlas,Yes,Yes,BTG-052-R-FR,R - Rare,,5,5,No,3,Bravos,3,No,,No,Yes,52,MCA-283,FR - Français,No,0,No,3,BTG - Au-delà des portes,Personnage,No
Atlas,Yes,Yes,BTG-052-R-EN,R - Rare,,5,5,No,3,Bravos,3,No,,No,Yes,52,MCA-284,EN - English,No,0,No,3,BTG - Au-delà des portes,Personnage,No
Atlas,No,No,BTG-052-F-FR,F - Transfuge,,5,5,No,1,Ordis,1,No,,No,Yes,52,MCA-285,FR - Français,No,0,No,1,BTG - Au-delà des portes,Personnage,No
Atlas,No,No,BTG-052-F-EN,F - Transfuge,,5,5,No,1,Ordis,1,No,,No,Yes,52,MCA-286,EN - English,No,0,No,1,BTG - Au-delà des portes,Personnage,No
Shenlong,No,No,BTG-053-C-FR,C - Commune,,6,6,No,8,Bravos,8,No,,No,No,53,MCA-287,FR - Français,No,1,No,8,BTG - Au-delà des portes,Personnage,No
