ID,Code de Type,Langue,Nom,Faction,Type unité,Possession
73,F - Transfuge,EN - English,Lyra Chronicler,Axiom,Personnage,0
73,F - Transfuge,FR - Français,Chroniqueuse Lyra,Axiom,Personnage,0
73,R - Rare,EN - English,Lyra Chronicler,Lyra,Personnage,2
73,R - Rare,FR - Français,Chroniqueuse Lyra,Lyra,Personnage,0
73,C - Commune,EN - English,Lyra Chronicler,Lyra,Personnage,1
73,C - Commune,FR - Français,Chroniqueuse Lyra,Lyra,Personnage,4
74,F - Transfuge,EN - English,Ouroboros Inkcaster,Axiom,Personnage,0
74,F - Transfuge,FR - Français,Encrière de l’Ouroboros,Axiom,Personnage,0
74,R - Rare,EN - English,Ouroboros Inkcaster,Lyra,Personnage,0
74,R - Rare,FR - Français,Encrière de l’Ouroboros,Lyra,Personnage,0
74,C - Commune,EN - English,Ouroboros Inkcaster,Lyra,Personnage,0
74,C - Commune,FR - Français,Encrière de l’Ouroboros,Lyra,Personnage,1
75,F - Transfuge,EN - English,Tanuki,Bravos,Personnage,0
75,F - Transfuge,FR - Français,Tanuki,Bravos,Personnage,0
75,R - Rare,EN - English,Tanuki,Lyra,Personnage,0
75,R - Rare,FR - Français,Tanuki,Lyra,Personnage,1
75,C - Commune,EN - English,Tanuki,Lyra,Personnage,0
75,C - Commune,FR - Français,Tanuki,Lyra,Personnage,3
76,F - Transfuge,EN - English,The Sandman,Ordis,Personnage,1
76,F - Transfuge,FR - Français,Le Marchand de Sable,Ordis,Personnage,1
76,R - Rare,EN - English,The Sandman,Lyra,Personnage,0
76,R - Rare,FR - Français,Le Marchand de Sable,Lyra,Personnage,0
76,C - Commune,EN - English,The Sandman,Lyra,Personnage,1
76,C - Commune,FR - Français,Le Marchand de Sable,Lyra,Personnage,2
77,F - Transfuge,EN - English,Ouroboros Croupier,Axiom,Personnage,0
77,F - Transfuge,FR - Français,Croupière de l’Ouroboros,Axiom,Personnage,0
77,R - Rare,EN - English,Ouroboros Croupier,Lyra,Personnage,0
77,R - Rare,FR - Français,Croupière de l’Ouroboros,Lyra,Personnage,1
77,C - Commune,EN - English,Ouroboros Croupier,Lyra,Personnage,0
77,C - Commune,FR - Français,Croupière de l’Ouroboros,Lyra,Personnage,5
78,F - Transfuge,EN - English,The Hatter,Bravos,Personnage,0
78,F - Transfuge,FR - Français,Le Chapelier,Bravos,Personnage,1
78,R - Rare,EN - English,The Hatter,Lyra,Personnage,0
78,R - Rare,FR - Français,Le Chapelier,Lyra,Personnage,0
78,C - Commune,EN - English,The Hatter,Lyra,Personnage,1
78,C - Commune,FR - Français,Le Chapelier,Lyra,Personnage,6
79,F - Transfuge,EN - English,"Amahle, Asgarthan Outcast",Axiom,Personnage,0
79,F - Transfuge,FR - Français,"Amahle, Paria Asgarthi",Axiom,Personnage,0
79,R - Rare,EN - English,"Amahle, Asgarthan Outcast",Lyra,Personnage,0
79,R - Rare,FR - Français,"Amahle, Paria Asgarthi",Lyra,Personnage,2
79,C - Commune,EN - English,"Amahle, Asgarthan Outcast",Lyra,Personnage,0
79,C - Commune,FR - Français,"Amahle, Paria Asgarthi",Lyra,Personnage,3
80,F - Transfuge,EN - English,Asmodeus,Bravos,Personnage,0
80,F - Transfuge,FR - Français,Asmodée,Bravos,Personnage,1
80,R - Rare,EN - English,Asmodeus,Lyra,Personnage,0
80,R - Rare,FR - Français,Asmodée,Lyra,Personnage,1
80,C - Commune,EN - English,Asmodeus,Lyra,Personnage,0
80,C - Commune,FR - Français,Asmodée,Lyra,Personnage,4
81,F - Transfuge,EN - English,Loki,Muna,Personnage,0
81,F - Transfuge,FR - Français,Loki,Muna,Personnage,1
81,R - Rare,EN - English,Loki,Lyra,Personnage,0
81,R - Rare,FR - Français,Loki,Lyra,Personnage,0
81,C - Commune,EN - English,Loki,Lyra,Personnage,0
81,C - Commune,FR - Français,Loki,Lyra,Personnage,0
82,F - Transfuge,EN - English,A Cappella Training,Muna,Sort,1
82,F - Transfuge,FR - Français,Entraînement A Cappella,Muna,Sort,1
82,R - Rare,EN - English,A Cappella Training,Lyra,Sort,0
82,R - Rare,FR - Français,Entraînement A Cappella,Lyra,Sort,0
82,C - Commune,EN - English,A Cappella Training,Lyra,Sort,0
82,C - Commune,FR - Français,Entraînement A Cappella,Lyra,Sort,1
83,F - Transfuge,EN - English,Ride the Bifröst,Yzmir,Sort,0
83,F - Transfuge,FR - Français,Franchir le Bifröst,Yzmir,Sort,0
83,R - Rare,EN - English,Ride the Bifröst,Lyra,Sort,0
83,R - Rare,FR - Français,Franchir le Bifröst,Lyra,Sort,0
83,C - Commune,EN - English,Ride the Bifröst,Lyra,Sort,0
83,C - Commune,FR - Français,Franchir le Bifröst,Lyra,Sort,0
84,F - Transfuge,EN - English,Twinkle Twinkle,Bravos,Sort,1
84,F - Transfuge,FR - Français,"Meunier, Tu Dors",Bravos,Sort,0
84,R - Rare,EN - English,Twinkle Twinkle,Lyra,Sort,0
84,R - Rare,FR - Français,"Meunier, Tu Dors",Lyra,Sort,0
84,C - Commune,EN - English,Twinkle Twinkle,Lyra,Sort,1
84,C - Commune,FR - Français,"Meunier, Tu Dors",Lyra,Sort,0
85,F - Transfuge,EN - English,All In!,Bravos,Sort,0
85,F - Transfuge,FR - Français,Tapis !,Bravos,Sort,0
85,R - Rare,EN - English,All In!,Lyra,Sort,0
85,R - Rare,FR - Français,Tapis !,Lyra,Sort,1
85,C - Commune,EN - English,All In!,Lyra,Sort,1
85,C - Commune,FR - Français,Tapis !,Lyra,Sort,7
86,F - Transfuge,EN - English,Cloth Cocoon,Muna,Sort,0
86,F - Transfuge,FR - Français,Cocon d’Étoffe,Muna,Sort,1
86,R - Rare,EN - English,Cloth Cocoon,Lyra,Sort,0
86,R - Rare,FR - Français,Cocon d’Étoffe,Lyra,Sort,0
86,C - Commune,EN - English,Cloth Cocoon,Lyra,Sort,0
86,C - Commune,FR - Français,Cocon d’Étoffe,Lyra,Sort,2
87,F - Transfuge,EN - English,Paint Prison,Muna,Sort,0
87,F - Transfuge,FR - Français,Prison de Peinture,Muna,Sort,0
87,R - Rare,EN - English,Paint Prison,Lyra,Sort,0
87,R - Rare,FR - Français,Prison de Peinture,Lyra,Sort,1
87,C - Commune,EN - English,Paint Prison,Lyra,Sort,0
87,C - Commune,FR - Français,Prison de Peinture,Lyra,Sort,6
88,F - Transfuge,EN - English,Mind Apotheosis,Bravos,Sort,0
88,F - Transfuge,FR - Français,Apothéose de l’Esprit,Bravos,Sort,1
88,R - Rare,EN - English,Mind Apotheosis,Lyra,Sort,0
88,R - Rare,FR - Français,Apothéose de l’Esprit,Lyra,Sort,0
88,C - Commune,EN - English,Mind Apotheosis,Lyra,Sort,0
88,C - Commune,FR - Français,Apothéose de l’Esprit,Lyra,Sort,1
89,F - Transfuge,EN - English,Lyra Festival,Muna,Repère Permanent,0
89,F - Transfuge,FR - Français,Festival Lyra,Muna,Repère Permanent,0
89,R - Rare,EN - English,Lyra Festival,Lyra,Repère Permanent,0
89,R - Rare,FR - Français,Festival Lyra,Lyra,Repère Permanent,0
89,C - Commune,EN - English,Lyra Festival,Lyra,Repère Permanent,0
89,C - Commune,FR - Français,Festival Lyra,Lyra,Repère Permanent,1
90,F - Transfuge,EN - English,"The Ouroboros, Lyra Bastion",Axiom,Repère Permanent,0
90,F - Transfuge,FR - Français,"L’Ouroboros, Bastion Lyra",Axiom,Repère Permanent,3
90,R - Rare,EN - English,"The Ouroboros, Lyra Bastion",Lyra,Repère Permanent,1
90,R - Rare,FR - Français,"L’Ouroboros, Bastion Lyra",Lyra,Repère Permanent,1
90,C - Commune,EN - English,"The Ouroboros, Lyra Bastion",Lyra,Repère Permanent,1
90,C - Commune,FR - Français,"L’Ouroboros, Bastion Lyra",Lyra,Repère Permanent,3
91,H - Héro,EN - English,Teija & Nauraa,Muna,,0
91,H - Héro,FR - Français,Teija & Nauraa,Muna,,2
92,H - Héro,EN - English,Arjun & Spike,Muna,,0
92,H - Héro,FR - Français,Arjun & Spike,Muna,,1
93,H - Héro,EN - English,Rin & Orchid,Muna,,0
93,H - Héro,FR - Français,Rin & Orchid,Muna,,3
94,F - Transfuge,EN - English,Muna Caregiver,Yzmir,Personnage,0
94,F - Transfuge,FR - Français,Soigneuse Muna,Yzmir,Personnage,0
94,R - Rare,EN - English,Muna Caregiver,Muna,Personnage,0
94,R - Rare,FR - Français,Soigneuse Muna,Muna,Personnage,2
94,C - Commune,EN - English,Muna Caregiver,Muna,Personnage,0
94,C - Commune,FR - Français,Soigneuse Muna,Muna,Personnage,1
95,F - Transfuge,EN - English,Spindle Harversters,Yzmir,Personnage,0
95,F - Transfuge,FR - Français,Vendangeurs du Fuseau,Yzmir,Personnage,1
95,R - Rare,EN - English,Spindle Harversters,Muna,Personnage,0
95,R - Rare,FR - Français,Vendangeurs du Fuseau,Muna,Personnage,1
95,C - Commune,EN - English,Spindle Harversters,Muna,Personnage,0
95,C - Commune,FR - Français,Vendangeurs du Fuseau,Muna,Personnage,6
96,F - Transfuge,EN - English,Mowgli,Axiom,Personnage,0
96,F - Transfuge,FR - Français,Mowgli,Axiom,Personnage,0
96,R - Rare,EN - English,Mowgli,Muna,Personnage,0
96,R - Rare,FR - Français,Mowgli,Muna,Personnage,0
96,C - Commune,EN - English,Mowgli,Muna,Personnage,0
96,C - Commune,FR - Français,Mowgli,Muna,Personnage,4
97,F - Transfuge,EN - English,Kitsune,Bravos,Personnage,0
97,F - Transfuge,FR - Français,Kitsune,Bravos,Personnage,0
97,R - Rare,EN - English,Kitsune,Muna,Personnage,0
97,R - Rare,FR - Français,Kitsune,Muna,Personnage,1
97,C - Commune,EN - English,Kitsune,Muna,Personnage,0
97,C - Commune,FR - Français,Kitsune,Muna,Personnage,7
98,F - Transfuge,EN - English,Kodama,Lyra,Personnage,0
98,F - Transfuge,FR - Français,Kodama,Lyra,Personnage,0
98,R - Rare,EN - English,Kodama,Muna,Personnage,0
98,R - Rare,FR - Français,Kodama,Muna,Personnage,0
98,C - Commune,EN - English,Kodama,Muna,Personnage,0
98,C - Commune,FR - Français,Kodama,Muna,Personnage,1
99,F - Transfuge,EN - English,Sneezer Shroom,Yzmir,Personnage,1
99,F - Transfuge,FR - Français,Champignon Éternueur,Yzmir,Personnage,0
99,R - Rare,EN - English,Sneezer Shroom,Muna,Personnage,0
99,R - Rare,FR - Français,Champignon Éternueur,Muna,Personnage,1
99,C - Commune,EN - English,Sneezer Shroom,Muna,Personnage,1
99,C - Commune,FR - Français,Champignon Éternueur,Muna,Personnage,3
100,F - Transfuge,EN - English,Muna Merchant,Axiom,Personnage,0
100,F - Transfuge,FR - Français,Marchand Muna,Axiom,Personnage,1
100,R - Rare,EN - English,Muna Merchant,Muna,Personnage,0
100,R - Rare,FR - Français,Marchand Muna,Muna,Personnage,1
100,C - Commune,EN - English,Muna Merchant,Muna,Personnage,0
100,C - Commune,FR - Français,Marchand Muna,Muna,Personnage,0
101,F - Transfuge,EN - English,Inari,Axiom,Personnage,0
101,F - Transfuge,FR - Français,Inari,Axiom,Personnage,1
101,R - Rare,EN - English,Inari,Muna,Personnage,0
101,R - Rare,FR - Français,Inari,Muna,Personnage,0
101,C - Commune,EN - English,Inari,Muna,Personnage,0
101,C - Commune,FR - Français,Inari,Muna,Personnage,5
102,F - Transfuge,EN - English,Muna Druid,Axiom,Personnage,0
102,F - Transfuge,FR - Français,Druide Muna,Axiom,Personnage,0
102,R - Rare,EN - English,Muna Druid,Muna,Personnage,0
102,R - Rare,FR - Français,Druide Muna,Muna,Personnage,1
102,C - Commune,EN - English,Muna Druid,Muna,Personnage,0
102,C - Commune,FR - Français,Druide Muna,Muna,Personnage,5
103,F - Transfuge,EN - English,Aloe Vera,Lyra,Personnage,0
103,F - Transfuge,FR - Français,Aloe Vera,Lyra,Personnage,0
103,R - Rare,EN - English,Aloe Vera,Muna,Personnage,0
103,R - Rare,FR - Français,Aloe Vera,Muna,Personnage,0
103,C - Commune,EN - English,Aloe Vera,Muna,Personnage,0
103,C - Commune,FR - Français,Aloe Vera,Muna,Personnage,2
104,F - Transfuge,EN - English,Daughter of Yggdrasil,Axiom,Personnage,0
104,F - Transfuge,FR - Français,Fille d’Yggdrasil,Axiom,Personnage,0
104,R - Rare,EN - English,Daughter of Yggdrasil,Muna,Personnage,0
104,R - Rare,FR - Français,Fille d’Yggdrasil,Muna,Personnage,0
104,C - Commune,EN - English,Daughter of Yggdrasil,Muna,Personnage,0
104,C - Commune,FR - Français,Fille d’Yggdrasil,Muna,Personnage,4
105,F - Transfuge,EN - English,Dracaena,Bravos,Personnage,0
105,F - Transfuge,FR - Français,Dracaena,Bravos,Personnage,0
105,R - Rare,EN - English,Dracaena,Muna,Personnage,0
105,R - Rare,FR - Français,Dracaena,Muna,Personnage,1
105,C - Commune,EN - English,Dracaena,Muna,Personnage,1
105,C - Commune,FR - Français,Dracaena,Muna,Personnage,1
106,F - Transfuge,EN - English,"Yong-Su, Verdant Weaver",Lyra,Personnage,0
106,F - Transfuge,FR - Français,"Yong-Su, Tisserand Verdoyant",Lyra,Personnage,1
106,R - Rare,EN - English,"Yong-Su, Verdant Weaver",Muna,Personnage,0
106,R - Rare,FR - Français,"Yong-Su, Tisserand Verdoyant",Muna,Personnage,1
106,C - Commune,EN - English,"Yong-Su, Verdant Weaver",Muna,Personnage,0
106,C - Commune,FR - Français,"Yong-Su, Tisserand Verdoyant",Muna,Personnage,4
107,F - Transfuge,EN - English,Parvati,Bravos,Personnage,0
107,F - Transfuge,FR - Français,Parvati,Bravos,Personnage,1
107,R - Rare,EN - English,Parvati,Muna,Personnage,0
107,R - Rare,FR - Français,Parvati,Muna,Personnage,2
107,C - Commune,EN - English,Parvati,Muna,Personnage,0
107,C - Commune,FR - Français,Parvati,Muna,Personnage,1
108,F - Transfuge,EN - English,Cernunnos,Lyra,Personnage,1
108,F - Transfuge,FR - Français,Cernunnos,Lyra,Personnage,0
108,R - Rare,EN - English,Cernunnos,Muna,Personnage,0
108,R - Rare,FR - Français,Cernunnos,Muna,Personnage,0
108,C - Commune,EN - English,Cernunnos,Muna,Personnage,2
108,C - Commune,FR - Français,Cernunnos,Muna,Personnage,3
109,F - Transfuge,EN - English,Aja,Bravos,Personnage,0
109,F - Transfuge,FR - Français,Aja,Bravos,Personnage,0
109,R - Rare,EN - English,Aja,Muna,Personnage,0
109,R - Rare,FR - Français,Aja,Muna,Personnage,0
109,C - Commune,EN - English,Aja,Muna,Personnage,1
109,C - Commune,FR - Français,Aja,Muna,Personnage,1
110,F - Transfuge,EN - English,Verdantback,Ordis,Personnage,0
110,F - Transfuge,FR - Français,Vertéchine,Ordis,Personnage,0
110,R - Rare,EN - English,Verdantback,Muna,Personnage,0
110,R - Rare,FR - Français,Vertéchine,Muna,Personnage,0
110,C - Commune,EN - English,Verdantback,Muna,Personnage,0
110,C - Commune,FR - Français,Vertéchine,Muna,Personnage,1
111,F - Transfuge,EN - English,Coniferal Coneman,Lyra,Personnage,0
111,F - Transfuge,FR - Français,Pignon Pugnace,Lyra,Personnage,0
111,R - Rare,EN - English,Coniferal Coneman,Muna,Personnage,0
111,R - Rare,FR - Français,Pignon Pugnace,Muna,Personnage,2
111,C - Commune,EN - English,Coniferal Coneman,Muna,Personnage,0
111,C - Commune,FR - Français,Pignon Pugnace,Muna,Personnage,2
112,F - Transfuge,EN - English,Son of Yggdrasil,Bravos,Personnage,0
112,F - Transfuge,FR - Français,Fils d’Yggdrasil,Bravos,Personnage,0
112,R - Rare,EN - English,Son of Yggdrasil,Muna,Personnage,0
112,R - Rare,FR - Français,Fils d’Yggdrasil,Muna,Personnage,0
112,C - Commune,EN - English,Son of Yggdrasil,Muna,Personnage,3
112,C - Commune,FR - Français,Fils d’Yggdrasil,Muna,Personnage,3
113,F - Transfuge,EN - English,Hydracaena,Lyra,Personnage,0
113,F - Transfuge,FR - Français,Hydracaena,Lyra,Personnage,0
113,R - Rare,EN - English,Hydracaena,Muna,Personnage,0
113,R - Rare,FR - Français,Hydracaena,Muna,Personnage,0
113,C - Commune,EN - English,Hydracaena,Muna,Personnage,0
113,C - Commune,FR - Français,Hydracaena,Muna,Personnage,2
114,F - Transfuge,EN - English,Harvest,Axiom,Sort,0
114,F - Transfuge,FR - Français,Récolter,Axiom,Sort,1
114,R - Rare,EN - English,Harvest,Muna,Sort,0
114,R - Rare,FR - Français,Récolter,Muna,Sort,1
114,C - Commune,EN - English,Harvest,Muna,Sort,1
114,C - Commune,FR - Français,Récolter,Muna,Sort,4
115,F - Transfuge,EN - English,Beauty Sleep,Yzmir,Sort,0
115,F - Transfuge,FR - Français,Sommeil Réparateur,Yzmir,Sort,1
115,R - Rare,EN - English,Beauty Sleep,Muna,Sort,0
115,R - Rare,FR - Français,Sommeil Réparateur,Muna,Sort,0
115,C - Commune,EN - English,Beauty Sleep,Muna,Sort,0
115,C - Commune,FR - Français,Sommeil Réparateur,Muna,Sort,5
116,F - Transfuge,EN - English,Nurture,Ordis,Sort,0
116,F - Transfuge,FR - Français,Abreuver,Ordis,Sort,0
116,R - Rare,EN - English,Nurture,Muna,Sort,0
116,R - Rare,FR - Français,Abreuver,Muna,Sort,1
116,C - Commune,EN - English,Nurture,Muna,Sort,0
116,C - Commune,FR - Français,Abreuver,Muna,Sort,4
117,F - Transfuge,EN - English,Meditation Training,Muna,Sort,0
117,F - Transfuge,FR - Français,Entraînement à la Méditation,Muna,Sort,2
117,R - Rare,EN - English,Meditation Training,Muna,Sort,0
117,R - Rare,FR - Français,Entraînement à la Méditation,Muna,Sort,1
117,C - Commune,EN - English,Meditation Training,Muna,Sort,0
117,C - Commune,FR - Français,Entraînement à la Méditation,Muna,Sort,5
118,F - Transfuge,EN - English,Mana Reaping,Bravos,Sort,1
118,F - Transfuge,FR - Français,Moisson de Mana,Bravos,Sort,0
118,R - Rare,EN - English,Mana Reaping,Muna,Sort,0
118,R - Rare,FR - Français,Moisson de Mana,Muna,Sort,0
118,C - Commune,EN - English,Mana Reaping,Muna,Sort,1
118,C - Commune,FR - Français,Moisson de Mana,Muna,Sort,2
119,F - Transfuge,EN - English,Bountiful Meadow,Ordis,Repère Permanent,0
119,F - Transfuge,FR - Français,Prairie Prolifique,Ordis,Repère Permanent,1
119,R - Rare,EN - English,Bountiful Meadow,Muna,Repère Permanent,0
119,R - Rare,FR - Français,Prairie Prolifique,Muna,Repère Permanent,0
119,C - Commune,EN - English,Bountiful Meadow,Muna,Repère Permanent,0
119,C - Commune,FR - Français,Prairie Prolifique,Muna,Repère Permanent,2
120,F - Transfuge,EN - English,"The Spindle, Muna Bastion",Bravos,Repère Permanent,0
120,F - Transfuge,FR - Français,"Le Fuseau, Bastion Muna",Bravos,Repère Permanent,1
120,R - Rare,EN - English,"The Spindle, Muna Bastion",Muna,Repère Permanent,0
120,R - Rare,FR - Français,"Le Fuseau, Bastion Muna",Muna,Repère Permanent,0
120,C - Commune,EN - English,"The Spindle, Muna Bastion",Muna,Repère Permanent,0
120,C - Commune,FR - Français,"Le Fuseau, Bastion Muna",Muna,Repère Permanent,2
121,H - Héro,EN - English,Sigismar & Wingspan,Ordis,,0
121,H - Héro,FR - Français,Sigismar & Wingspan,Ordis,,3
122,H - Héro,EN - English,Gulrang & Tocsin,Ordis,,0
122,H - Héro,FR - Français,Gulrang & Tocsin,Ordis,,3
123,H - Héro,EN - English,Waru & Mack,Ordis,,1
123,H - Héro,FR - Français,Waru & Mack,Ordis,,3
124,F - Transfuge,EN - English,Ordis Trooper,Yzmir,Personnage,0
124,F - Transfuge,FR - Français,Troupière Ordis,Yzmir,Personnage,0
124,R - Rare,EN - English,Ordis Trooper,Ordis,Personnage,0
124,R - Rare,FR - Français,Troupière Ordis,Ordis,Personnage,1
124,C - Commune,EN - English,Ordis Trooper,Ordis,Personnage,0
124,C - Commune,FR - Français,Troupière Ordis,Ordis,Personnage,3
125,F - Transfuge,EN - English,Paper Herald,Lyra,Personnage,0
125,F - Transfuge,FR - Français,Héraut de Papier,Lyra,Personnage,1
125,R - Rare,EN - English,Paper Herald,Ordis,Personnage,1
125,R - Rare,FR - Français,Héraut de Papier,Ordis,Personnage,0
125,C - Commune,EN - English,Paper Herald,Ordis,Personnage,0
125,C - Commune,FR - Français,Héraut de Papier,Ordis,Personnage,5
126,F - Transfuge,EN - English,Monolith Archivist,Yzmir,Personnage,0
126,F - Transfuge,FR - Français,Archiviste du Monolithe,Yzmir,Personnage,1
126,R - Rare,EN - English,Monolith Archivist,Ordis,Personnage,0
126,R - Rare,FR - Français,Archiviste du Monolithe,Ordis,Personnage,0
126,C - Commune,EN - English,Monolith Archivist,Ordis,Personnage,0
126,C - Commune,FR - Français,Archiviste du Monolithe,Ordis,Personnage,0
127,F - Transfuge,EN - English,Monolith Legate,Yzmir,Personnage,0
127,F - Transfuge,FR - Français,Légat du Monolithe,Yzmir,Personnage,0
127,R - Rare,EN - English,Monolith Legate,Ordis,Personnage,0
127,R - Rare,FR - Français,Légat du Monolithe,Ordis,Personnage,0
127,C - Commune,EN - English,Monolith Legate,Ordis,Personnage,1
127,C - Commune,FR - Français,Légat du Monolithe,Ordis,Personnage,2
128,F - Transfuge,EN - English,Monolith Rune-Scribe,Axiom,Personnage,0
128,F - Transfuge,FR - Français,Scribe Runique du Monolithe,Axiom,Personnage,0
128,R - Rare,EN - English,Monolith Rune-Scribe,Ordis,Personnage,0
128,R - Rare,FR - Français,Scribe Runique du Monolithe,Ordis,Personnage,2
128,C - Commune,EN - English,Monolith Rune-Scribe,Ordis,Personnage,1
128,C - Commune,FR - Français,Scribe Runique du Monolithe,Ordis,Personnage,2
129,F - Transfuge,EN - English,Ordis Cadets,Yzmir,Personnage,0
129,F - Transfuge,FR - Français,Cadets Ordis,Yzmir,Personnage,1
129,R - Rare,EN - English,Ordis Cadets,Ordis,Personnage,0
129,R - Rare,FR - Français,Cadets Ordis,Ordis,Personnage,1
129,C - Commune,EN - English,Ordis Cadets,Ordis,Personnage,0
129,C - Commune,FR - Français,Cadets Ordis,Ordis,Personnage,5
130,F - Transfuge,EN - English,Ozma,Bravos,Personnage,0
130,F - Transfuge,FR - Français,Ozma,Bravos,Personnage,0
130,R - Rare,EN - English,Ozma,Ordis,Personnage,1
130,R - Rare,FR - Français,Ozma,Ordis,Personnage,1
130,C - Commune,EN - English,Ozma,Ordis,Personnage,0
130,C - Commune,FR - Français,Ozma,Ordis,Personnage,4
131,F - Transfuge,EN - English,The Frog Prince,Axiom,Personnage,0
131,F - Transfuge,FR - Français,Le Roi-Grenouille,Axiom,Personnage,1
131,R - Rare,EN - English,The Frog Prince,Ordis,Personnage,0
131,R - Rare,FR - Français,Le Roi-Grenouille,Ordis,Personnage,1
131,C - Commune,EN - English,The Frog Prince,Ordis,Personnage,0
131,C - Commune,FR - Français,Le Roi-Grenouille,Ordis,Personnage,4
132,F - Transfuge,EN - English,Ordis Spy,Bravos,Personnage,0
132,F - Transfuge,FR - Français,Espionne Ordis,Bravos,Personnage,0
132,R - Rare,EN - English,Ordis Spy,Ordis,Personnage,0
132,R - Rare,FR - Français,Espionne Ordis,Ordis,Personnage,1
132,C - Commune,EN - English,Ordis Spy,Ordis,Personnage,0
132,C - Commune,FR - Français,Espionne Ordis,Ordis,Personnage,4
133,F - Transfuge,EN - English,"Kakoba, Legion Commander",Muna,Personnage,0
133,F - Transfuge,FR - Français,"Kakoba, Commandant de Légion",Muna,Personnage,0
133,R - Rare,EN - English,"Kakoba, Legion Commander",Ordis,Personnage,0
133,R - Rare,FR - Français,"Kakoba, Commandant de Légion",Ordis,Personnage,1
133,C - Commune,EN - English,"Kakoba, Legion Commander",Ordis,Personnage,1
133,C - Commune,FR - Français,"Kakoba, Commandant de Légion",Ordis,Personnage,4
134,F - Transfuge,EN - English,Ordis Attorney,Yzmir,Personnage,0
134,F - Transfuge,FR - Français,Procuratrice Ordis,Yzmir,Personnage,1
134,R - Rare,EN - English,Ordis Attorney,Ordis,Personnage,0
134,R - Rare,FR - Français,Procuratrice Ordis,Ordis,Personnage,1
134,C - Commune,EN - English,Ordis Attorney,Ordis,Personnage,0
134,C - Commune,FR - Français,Procuratrice Ordis,Ordis,Personnage,2
135,F - Transfuge,EN - English,Ordis Gatekeeper,Muna,Personnage,1
135,F - Transfuge,FR - Français,Gardienne Ordis,Muna,Personnage,1
135,R - Rare,EN - English,Ordis Gatekeeper,Ordis,Personnage,0
135,R - Rare,FR - Français,Gardienne Ordis,Ordis,Personnage,1
135,C - Commune,EN - English,Ordis Gatekeeper,Ordis,Personnage,0
135,C - Commune,FR - Français,Gardienne Ordis,Ordis,Personnage,6
136,F - Transfuge,EN - English,Thoth,Yzmir,Personnage,0
136,F - Transfuge,FR - Français,Thot,Yzmir,Personnage,1
136,R - Rare,EN - English,Thoth,Ordis,Personnage,0
136,R - Rare,FR - Français,Thot,Ordis,Personnage,0
136,C - Commune,EN - English,Thoth,Ordis,Personnage,0
136,C - Commune,FR - Français,Thot,Ordis,Personnage,0
137,F - Transfuge,EN - English,Jeanne d’Arc,Axiom,Personnage,0
137,F - Transfuge,FR - Français,Jeanne d’Arc,Axiom,Personnage,0
137,R - Rare,EN - English,Jeanne d’Arc,Ordis,Personnage,0
137,R - Rare,FR - Français,Jeanne d’Arc,Ordis,Personnage,2
137,C - Commune,EN - English,Jeanne d’Arc,Ordis,Personnage,0
137,C - Commune,FR - Français,Jeanne d’Arc,Ordis,Personnage,4
138,F - Transfuge,EN - English,Quetzalcóatl,Muna,Personnage,0
138,F - Transfuge,FR - Français,Quetzalcóatl,Muna,Personnage,0
138,R - Rare,EN - English,Quetzalcóatl,Ordis,Personnage,0
138,R - Rare,FR - Français,Quetzalcóatl,Ordis,Personnage,1
138,C - Commune,EN - English,Quetzalcóatl,Ordis,Personnage,1
138,C - Commune,FR - Français,Quetzalcóatl,Ordis,Personnage,4
139,F - Transfuge,EN - English,Robin Hood,Lyra,Personnage,0
139,F - Transfuge,FR - Français,Robin des Bois,Lyra,Personnage,1
139,R - Rare,EN - English,Robin Hood,Ordis,Personnage,0
139,R - Rare,FR - Français,Robin des Bois,Ordis,Personnage,1
139,C - Commune,EN - English,Robin Hood,Ordis,Personnage,1
139,C - Commune,FR - Français,Robin des Bois,Ordis,Personnage,2
140,F - Transfuge,EN - English,The Council,Bravos,Personnage,0
140,F - Transfuge,FR - Français,Le Conseil,Bravos,Personnage,0
140,R - Rare,EN - English,The Council,Ordis,Personnage,0
140,R - Rare,FR - Français,Le Conseil,Ordis,Personnage,1
140,C - Commune,EN - English,The Council,Ordis,Personnage,0
140,C - Commune,FR - Français,Le Conseil,Ordis,Personnage,4
141,F - Transfuge,EN - English,Anubis,Yzmir,Personnage,0
141,F - Transfuge,FR - Français,Anubis,Yzmir,Personnage,1
141,R - Rare,EN - English,Anubis,Ordis,Personnage,0
141,R - Rare,FR - Français,Anubis,Ordis,Personnage,0
141,C - Commune,EN - English,Anubis,Ordis,Personnage,1
141,C - Commune,FR - Français,Anubis,Ordis,Personnage,1
142,F - Transfuge,EN - English,Issitoq,Yzmir,Personnage,0
142,F - Transfuge,FR - Français,Issitoq,Yzmir,Personnage,0
142,R - Rare,EN - English,Issitoq,Ordis,Personnage,0
142,R - Rare,FR - Français,Issitoq,Ordis,Personnage,0
142,C - Commune,EN - English,Issitoq,Ordis,Personnage,0
142,C - Commune,FR - Français,Issitoq,Ordis,Personnage,5
143,F - Transfuge,EN - English,Charge!,Muna,Sort,0
143,F - Transfuge,FR - Français,Chargez!,Muna,Sort,0
143,R - Rare,EN - English,Charge!,Ordis,Sort,0
143,R - Rare,FR - Français,Chargez!,Ordis,Sort,0
143,C - Commune,EN - English,Charge!,Ordis,Sort,0
143,C - Commune,FR - Français,Chargez!,Ordis,Sort,6
